	mes	rating
4055	"Отличный телефон для тех кто не хочет переплачивать за ""имя""."	1
4057	Хороший телефон, шустрый. Батарею конечно хватает на день, но у меня со всеми телефонами так, в конце дня еще треть остается. Печально что сенсорные клавиши внизу не подсвечиваются. Что бы закачать последнее обновление нужно на офсайт идти. Телефон заслужил 5, а Андрей Марко по симптомами вирус...	1
4058	Телефон очень нравится. В дальнейшем планирую перепрошить на что-то более стабильное и цены этому аппарату не будет.	1
4059	Хороший телефон. Очень довольна. купила за 59.990 тг в СемееОчень неприятно обнаружить что после нескольких месяцев стал телефон быстро разряжаться.	1
4060	Это лучший телефон что у меня был даже в сравнении с 6 яблоком	1
4061	Данный аппарат купил по необходимости. Понимая, что за 4 тыс.руб много получить не удастся я думал только о эргономике и удобстве. Мне нужен телефон для связи и небольшого убивания времени. Понравился дисплей и корпус с покрытием. Вес телефона позволяет его хорошо чувствовать в руке и понимать, что...	1
4062	Ну что сказать об этом телефоне, пользуюсь уже два года, совсем не жалею о том, что приобрела. Конечно, внешний вид сейчас немного изменился (так как падал он у меня часто), но все же, после стольких падений, он до сих пор жив, а значит, очень крепкий телефон, что тоже не мало важно. Экран довольно...	1
4063	эта модель мне очень понравилась внешне и плюс у нее достаточно неплохие внутренние характеристики. Телефон очень приятно держать в руках, поверхность корпуса немного шершавая, из-за чего он не скользит в руке, к тому же он очень тонкий и легкий! еще у него есть необычная ,но очень удобная...	1
4065	отличный телефон! ничуть не пожалел что приобрел.	1
4066	Хороший телефон. Купил его на днях, это уже январь, 2017 год. У меня это уже второй 5 S. С первым проходил около двух лет, никаких проблем. Удобный в использовании, все что нужно есть. Конечно он не для игрушек, или для тех кто любит постоянно фильмы смотреть по телефону. Для этого сейчас полно...	1
4069	После последних обновлений оболочки флайм,стал стабилен и честно аппарат очень нравится. Хотел сменить на самсунг s7 но теперь кроме как из за камеры не вижу смысла переплачивать снова. При грамотных настройках телефон очень хорош собой даже может спорить с айфоном 6s и самсунгом 6-7..А учитывая...	1
4073	За такую цену очень даже неплохой телефон.	1
4074	Очень классный телефон. Пользуюсь 7 месяцев всё устраивает всё нравится. Как он появился в продаже я его сразу приобрёл. Менять пока ни на что не хочу. В принципе да и не на что. За такую сумму. Купил корпусный чехол книжку оригинал Sony. Ну вообще красота. Правда цена чехла дороговато 4500 руб....	1
4075	Вообщем телефон очень даже не плохой. Выше меня писала женщина так она не понимает современный мир что можно сделать бэкап файлов или просто покопаться в настройках. Это же логично!	1
4076	Купил его сыну в подарок на д/р. Покупал в Ситилинк за 4490 руб, в других магазинах в январе 2017 цены были от 8 до 11 тыр. За эти деньги телефон отличный. В начале столкнулся с проблемой, из-за того что симка стояла во втором слоте, а первый слот был пустой, то при перезагрузке/выключении телефон...	1
4077	очень нравится телефон	1
4078	Давно искал телефон чтоб был ударостойкий и водонепроницаемый. Это второй телефон после Sony xperia V, который полностью меня устраивает не смотря на недостатки описанные выше!  Подводя итоги- Если Вы: любите активный отдых, роняете телефон, можете утопить в туалете, ванне и тд.....	1
4081	Телефоном очень доволена. Нравится эта идея со 2 экраном, это удобно, плюс экономит мое время. В течение дня телефон почти не трогаю, сразу вижу, если у меня пропущенный или сообщение пришло. И самое главное, телефон не садит батарейку. Камера хорошая, фотографирую на работе документы- все видно...	1
4082	Игрушка для всех. Был у меня такой, на Оранже, около 2 лет с ним ходил, во Франции. Остался доволен, отличный телефон. Честно говоря, тоскую по нему, теперь ищу себе такой же, надеюсь повезет. Звонок у него громовой, чтение плеера не плохое, и в остальном он не хуже других. Считаю его одной из самых...	1
4083	"Телефон очень хороший,за такую цену ($60) вообще отличный:)Проблемы начались с обновлением аппликаций.Некоторые очень нужные мне,телефон просто не обновляет,а одну ,показывающую время прибытия автобусов ,вообще отказался поодерживать.Пишет ""ошибка 504""."	1
4086	За такие деньги очень выгодная покупка. Брала дочери, та довольна. Говорит, что теперь не волнуется, что телефон разрядится, что раньше случалось часто, и потом до нее не дозвониться, волновалась. Советую.	1
4088	За эти деньги лучше не купишь.	1
4089	Учитывая цену, был настоящий ВАУ эффект. Телефон отличный, даже учитывая то, что собирался я брать гораздо более дорогой телефон, если бы не наткнулся на презентацию LE2 случайно. Всем, кто видел мой телефон, он нравится. Учитывая диагональ 5.5, он очень удобен в руке, ношу в силиконовом чехле, что...	1
4090	Достойный телефон. Очень нравиться,честно сказать даже не ожидал.	1
4091	"Очень понравился телефон! Долго не мог выбрать себе за эту цену телефон, но после просмотра кучи обзоров остановил свой выбор именно на нем. Все телефоны его ценовой категории равняются именно на редми ноут 3 про. Брать надо только ""Про"" версию, т.к. есть слот для карты памяти и процессор на порядок..."	1
4092	Сейчас я подбираю себе нвый телефон и никак не могу определиться что взять.Переплачивать день ги за бренд не хочу.И у дорогих телефонов куча недостатков........Поэтому и зашла почитать что же пишут про мой родной Алкатель........Хорошего мало........Теперь поняла,пойду что глазу приятней будет то и...	1
4093	Покупал его в середине августа 2015го. Обошелся он тогда в 32к мне. За год с лишним, убедился в удобстве стилуса. Не сказать чтобы прям постоянно использую, но бывает крайне полезен в интернете и порой делаю наброски, помогает точнее объяснять людям что мне нужно. Телефон крепкий. Падал он у меня и...	1
4094	За эти деньги не нашел у него минусов,  тк считаю что он оправдывает свои деньги.	1
4095	Смартфон даже спустя 3,5 года использования актуален по характеристикам, а в 2013 году опередил время. Аккумулятор вообще потрясающий, конкурентов из 5-ти дюймовых смартфонов даже сейчас не много. Продавался только в азии, так что в России он есть только у фанатов.	1
4096	Отличный телефон за свои деньги. Удобен, компактен,быстр. Для тех кто утешает себя китайскими аналогами говорю, что нет, ваши гаджеты не являютсю более дешевыми аналогами. Цена не завышена, а оправдана. Те кто пользовался samsung & iphone будут дальше ими пользоваться.Это все равно,что ездить на...	1
4097	нормальный телефон для такой цены-ничего не глючит	1
4098	Телефон для тех, кто любит слушать музыку. Помимо качественного звука и удобного интерфейса,  телефон выдерживает до 4 суток в режиме постоянной эксплуатации в качестве плеера без подзарядки. Для тех кто часто в разъездах и без плеера не может обойтись - аппарат просто находка!	1
4100	За 2,5 года телефон хороший	1
4101	За свою цену (покупал в мае за 4750 на eBay) очень неплохой аппарат. Тем не менее, камеру можно было и получше поставить. Падал несколько раз с высоты 1-1,5 метра на бетон, асфальт, землю — даже не выключился. Если нужна недорогая игрушка, то Doogee X5 Pro будет лучшим выбором (ни одна из...	1
4102	Впечатления самые положительные! Много разных отзывов прочитал. Ругают его из – за «урезанной версии» процессора. Если честно, то я не очень понимаю зачем нужен более мощный проц. Все и так работает быстро – игры, навигация, офисные проги, камера. Так что не заморачивайтесь. Он со всем справляется....	1
4103	Телефон супер! Не хуже iPhone 6s, а стоит в разы дешеле	1
4105	Мне очень нравится данный аппарат, так как, если взять тот же sony за такие деньги, то он будет в 200 раз хуже моего xiaomi). Это телефон, который стоит, именно стоит своих денег.... это лучший баланс цена/качество.	1
4106	Ну а телефон так классный не уступает даже айфону по своему качеству.	1
4107	Очень классный телефон купили я не могу нарадоваться есть всё что мне надо и всё понятно)	1
4108	Телефон супер но по начале виснет но памяти много. Хороший телефон не спорю.	1
4110	Аппарат отличный и будет  6000 стоить еще дешевле считайте что вы взяли телефон за 20000 - 25000 тысяч без накрутки . Мне есть с чем сравнить и не думайте что он тупит !	1
4113	Телефон супер!!!	1
4114	Быстро  работает, яркий дисплей,  размер адекватный. Качественно сделан. Очень бюджетный, эргономичный телефон.  Брала как запасной - осталась довольна. Телефон для общения и выхода в интернет. Все что нужно - есть и пользоваться им приятно	1
4115	В принципе за свою цену отличный смартфон. Телефон, смс, музыка, интернет, навигатор, карты, общественный транспорт, иногда скайп. И он эти запросы покрывает. Взяла для мамы - она довольна. Начинка не перегружена, большой экран, низкая цена.  Хороший выбор для тех, кому нужен телефон для...	1
4116	На моей работе этот аппарат у нескольких товарищей. Некоторые уже купили дочерям, женам. Просто цвета разные покупают, чтобы не путались в семье. Все очень довольны. Спасибо Xiaomi, что позволяет тем, кто не может позволить себе купить смартфон за 60-70 тыс. р, иметь аппарат не хуже и пользоваться...	1
4118	Хороший телефон и не знаю почему его так обзывают, пока читал комменты я был просто в ужасе от них. У меня телефон прослужил 3 года и еще предпологаю прослужит столькоже. Некоторые говорят что аккамулятор слабый, но нет у меня его хватает на день, а иногда и на два взависимости от пользования. Но...	1
4119	Телефон для работы, но может подойти и школьнику,так как его очень сложно сломать.	1
4120	Очень удобный для работы телефон , как мне кажется да же лучше чем айфон 6и это за такую сумму	1
4122	Телефон отличный. Мне очень понравился. Уже больше года у меня и работает хорошо. Так что рекомендую его	1
4125	искала телефон с емкой батареей, чтоб не заряжать каждый день. эта модель держит заряд до трех дней!! еще очень понравился небанальный выбор цветов панели, а то везде только белые и черные, а тут яркий рыжий цвет! основная камера обыкновенная,без наворотов, но больше и не надо. есть слот для второй...	1
4126	Главное-нет желания кинуть телефон об стену.когда к нему привыкнешь,как-то и не хочется менять на что-то новое.	1
4128	Сегодня приобрел этот телефончик, пишут что у кого-то он плохо играет через наушники, хотел посоветовать купить хорошие вакумники рублей так за 800-900 ( о синхайзерах - молчу) и Вы узнаете как звучит! Объемный басс и чистое звучание на высоких. Шустрый телефон за не большую стоимость. Если вам не...	1
4129	Хороший телефон. Его железки до сих пор тянут все, что только можно. Качество экранов тоже радует, цветопередача просто отличная. А читать с второго экрана приятно, глаза не болят. Расстроила только камера. Но для инстаграмма норм. Телефон хороший советую.	1
4130	Как по мне я ненавижу большие экраны,да да мне этот смартфон подарили как планшет.Телефон реальный мощный,проверял на игры:Asphalt 8 Airbone,Mortal Combat X,Injucting(извините если что за ошибки,просто не помню точные названия игр).Насчет батареи она даже с первого раза(ну,когда телефон был...	1
4131	В целом супер, просто супер, не ожидал, что за 14к + 1 к за бампер и защитное стекло, куплю телефон который сегодня на рынке должен стоить минимум 30-35 тыров. За два месяца сношания сего чуда понял только одно, жене и детям куплю этой же фирмы. а также пылесос и многое другое.	1
4132	Хороший телефон для мужика, из-за резины и размера ни разу не выскользнул из руки за пол года, так что проверить бронебойность не представилось случая. За предыдущий год один телефон утопил, у другого треснул тач в кармане.. А этим и по башке можно дать... Брать.	1
4134	Эксплуатирую телефон 1,5 месяца. На данный момент это единственный телефон, который меня практически не раздражает. Хорошая начинка Очень жаль, что многие начали знакомство с телефонами Xiaomi с глючной китайской прошивкой и тем самым подпортили свое впечатление об телефонах этой...	1
4135	Очень доволен. Хотел более крутой, но рад, что взял именно этот. Huawei очень достойная фирма. если буду менять телефоны семьи то только на Huawei. Хвалить телефон можно долго. если руки не кривые то он не убиваем и красивый современный дизайн!	1
4136	Приветствую всех читающих. И так по делу: - телефон очень прост в эксплуатации и к нему очень быстро привыкаешь (3-5 дней). - полное отсутствие глюков и зависаний, очень быстро открывает и запускает программы, сворачивает и закрывает их не медленнее. Даже после года...	1
4138	телефон просто бомба за 87 баксов.брать и даже не сомневаться.	1
4139	А вообще отличная модель за такие деньги. Для меня ключевой момент металл.корпус, до этого HTC Legent был, очень радовал 5 целых лет,  хотел новый купить но ценник не разумный на них теперь.	1
4142	Классный телефон. У друга давно уже такой, вот он и посоветовал купить. Оба любим читать, а этот телефон для этого отлично подходит. Саму же электронную книгу подарил сестре. Телефон заряжую раз в пару дней. Можно перекинуть на экран с электронными чернилами любое приложение или картинку.	1
4144	Sony Ericsson W810i - это не просто телефон - это легенда!  Это лучший телефон который я когда либо видел. Приобрёл его в 2007 году за немалые по тем временам деньги - 12 000 руб. и до сих пор не расстаюсь с ним ни на минуту. При желании я бы давно уже мог позволить себе приобрести айфон...	1
4147	"Только положительные, я знал что брал, это не дорогой телефон по-этому советую.... Все что нужно в нём имеется... Друзья и знакомые рекомендовали  эту фирму ""lenovo"" не пожалел..."	1
4149	Неплохой телефон, если нужна годная камера, небольшая диагональ экрана, хороший звук из динамиков и не смущает система виндоуз, ну и хотите подкачать руки заодно - можно брать, цена на него небольшая. Это лучше чем взять душманский телефон на андройде и потом мучиться из-за постоянных ошибок, багов...	1
4150	В целом телефон хороший .,быстрый .Но один минус это камера , фото получаются не четкие из за того что нет стабилизации ,часто смазанные и качество фото оставляет желать лучшего , так что если при выборе смартфона камера для вас является тоже важным элементом ,то подумайте , а так все очень даже...	1
4151	Отличный телефон, за такие деньги, думаю, что лучше не найти! Пользуюсь уже полгода, абсолютно никаких нареканий, все устраивает, прямо не могу нарадоваться.	1
4152	Очень хочу купить такой телефон, только новый.	1
4153	выбирался на замену самсунга s3 мини. Поэтому А3, а не А5 или другие гэлакси.  Разочарования ноль. Отличный телефон. Фоткает отлично и быстро. Связь отличная, интернет в том числе. Есть быстрый вызов камеры, удобное управление.  Удобный, красивый телефон. Из рук не выпускаю...	1
4154	Для тех кому нужен простой телефон для звонков и смс-этот тексет лучший, что можно купить на сегодняшний день. Рекомендую	1
4155	Уже сравнительно давно пользуюсь Honor 5Х, девайс отличный. Я, серьезно, никак не нарадуюсь. Я забыла, что значит таскать с собой зарядник везде, потому что как его зверски не юзай, за один день посадить телефон анриал! Помимо батареи мне нравится еще звук, я люблю фильмы на телефоне посмотреть,...	1
4156	Отличный телефон, работает без нареканий уже почти 3 года. Не знаю, может те кто им недоволен, покупали подделку, потому что я что только с ним не делала: и в кастрюлю с горячей водой роняла, и на кафель, и наступала, и в море фотографировала, и видео смотрю, и дети в игры постоянно рубят ... Ночью...	1
4161	Телефон купил в 2013 году с тех пор и пользуюсь. На данный момент модель полностью устарела и требует замены, т.п. оперативки критично не хватает для работы без зависаний некоторых необходимых мне приложений. Но самое главное - не хочу я его менять очень нравится мне, привык к нему....	1
4162	Отличный телефона на Android 5. Почему-то для меня самый важный критерий при выборе был дизайн и тонкий корпус. Не хотелось брать клонированный дизайн как у всех смартфонов, к примеру самсунг. Телефон не смотрится громоздким из-за небольшой рамки, хотя тут 5 дюймов. Картинка чёткая, приличное...	1
4163	Пользуюсь уже почти 2 года и пока он окончательно не сдохнет менять не хочу,хотя мысли посещали,а после некоторых раздумий понял,что тратить тысяч эдак 25 за тот смарт который полностью бы меня устраивал смысла нет...За время пользования lenovo a606 поломок ни каких не было кроме того,что я поймал в...	1
4164	- Пришла знакомая с Iphone 6, точная копия A3 2016 (чуть-чуть толще айфона (на 1 мм)).- Кто-то писал, что он тормозит?! Скорее всего хозяин виноват, а не телефон. (вирус или что-то обновлял на заднем фоне).	1
4165	Телефон отличный хоть и малофункциональный  но лично он мне очень нравится.Была такая история: опаздывала я на электричку бежала а телефон лежал в кармане.А карман был расстёгнут. А телефон выпал и экраном об асфальт! Я подняла его, и включаю смотрю включается! Телефон очень прочный!	1
4166	Ставлю 5ку. Потому что за такую цену сейчас нет смартфона более достойного (брал за 7700). Телефон подходит и для серфинга интернета и для навигации, Яндекс карты например (работает очень шустро), и для игр (возможно не все, проверял только свои не особо тяжелые) и конечно же для звонков. Потому...	1
4167	Очень хороший, надежный, качественный телефон за не большие деньги. Есть в нем все. Мой ребенок очень довольный. А кому нужен навигатор, пусть купит его отдельно, и еще не факт, что он будет работать лучше...	1
4168	За эти деньги лучший телефон.	1
4171	Рабочая лошадка ) Отличный аппарат для тех, кто не гонится за модой. Телефон очень прочный - несколько раз падал и ни царапины. Батарея очень долго держит заряд. Камера мягко говоря не очень, но для такого телефона это и не главное. Есть фонарик и плеер, что очень порадовало. Память большая, много...	1
4173	У меня был такой телефон,но я его потерял( Телефон компактный удобный лёгкий !И самое главное что я заметил в этом телефоне!Прочность! Только от куда он не падал!	1
4176	Пользуюсь Nokia Lumia 920 уже больше года и очень доволен! За это время телефон стал родным,! Жаль,что упал в воду пришлось открывать,хотя только благодаря этому узнали,что телефон с ремонта уже.(Покупали в Викимаркт). А так никаких проблем нету! Телефон падал неоднократно, экран в некоторых местах...	1
4178	Не так давно купил жене Lumia 640xl 3g, ей очень понравилась. Покрутив немного его в руках и мне начал нравиться :) на следующий день купил и себе такой же только цвета другого :) на данный момент пользуемся своими Lumia 640xl и очень довольны. Нареканий на телефон нет! Хорошо держит батарею,...	1
4179	Несмотря на то , что сотовый телефон дешёвый , он удобен в использовании и достаточно многофункционален. Основан на платформе Android , что очень хорошо. Красивый дизайн	1
4180	Отличный телефон. Пользуюсь уже 2 года. Всем доволен. Батареи хватает ровно на 4 дня. Сейчас такой не достать. Нигде не продают. Рад, что купил вовремя.	1
4183	Один из моих первых сотовых телефонов после Siemens. Считается смартфоном, то есть почти как компьютер. Но я не пользовалась этими его функциями. Он меня устраивал как телефон. Корпус металлический, почти противоударный. Много раз роняла его и ему хоть бы хны. Цифры на кнопках...	1
4184	Классный телефон были у меня андроиды,но как перешел wp это вообще другой телефон это и планшет и компьютер не лагает я доволен покупкой и жене купил тоже довольна	1
4186	Купил этот телефон на замену SGS3. Батарея держит 2 суток, не тормозит, нормальный экран. Телефон радует	1
4188	Летом 2015 я купил себе Lumia 830. Его дизайн и операционная система пленили меня с первого взгляда. Быстрота работы, оптимизация делают из него не просто смартфон, а Смартфон с большой буквы! Но это еще не все... Когда я запустил камеру, то понял, что это что-то необычное, фантастическое-быстрые...	1
4189	два года мечтал о смартфоне, незнал что выбрать, хотелось что нибудь не дорогое и солидное, и как то гуляя по магазинам и расматривая витрины с телефонами взгляд упал на смартфон Microsoft Lumia 540 не мог оторвать взгляд словно что то притягивало, подошёл по ближе стал читать характиристику, и о...	1
4190	С первого взгляда понравился смартфон lumia 640xl я его очень сильно хотел и все таки добился своего, я его купил!!! Отличный телефон!!! Я доволен как слон, он мне очень нравится!!! 13 mp камера, батарея 3000ma/h супер хватает на трое суток. Советую всем сей девайс покупайте не пожалеете!!!	1
4191	"Однажды в интернете наткнулась на телефон NOKIA Lumia 830. Влюбилась в него сразу же. Долгое время искала в своем городе (т.к интернет магазинам все таки не доверяю). Как только нашла его сразу же купила. Счастья было ""полные штаны"". А самое главное ни разу не пожалела. Камера супер, цветопередача..."	1
4192	очень хороший телефон, пользуюсь с ноября 14го, то есть год и почти три месяца.Ни разу не глючил, все работает отлично. Не понимаю претензий по учетной записи- все сразу же зарегистрировалось, все успешно трудится. Видимо, дело в руках и(или) голове.  камера нормальная, не зеркалка,...	1
4193	Телефон просто огонь, не пожалел денег и купил сразу как только взял его в руки, долго думал , что буду покупать iphone 5s. Когда взял в руки A5 и А3 то моментально передумал. Данные аппарат содержит 8 ядер работает очень быстро кому интересны попугаи, то было около 41000+. Очень сильно...	1
4194	жалко он единственный телефон на виндус фон  с  стандартной не обрезанной  сим картой	1
4195	Довольно неплохой телефон.Всё что должно быть у смартфона-у него в принципе есть.....разражается быстро но даже на 2 процентах не отключается	1
4198	отличный телефон, для работы лучше не найти.	1
4199	Советую покупать. Ну по внешнему виду телефон хороший и раньше работал нормально, а сейчас может сам выключится и не включатся пока не поставишь на зарядку, хотя процентов зарядки хватает, чтобы работать, это ужасный минус, а так мне всё нравится.	1
4200	Да этот телефон не смотря на его недостатки он хороший хоть и китайский	1
4203	Отличный телефон, почти три года работал без проблем, пока не украли.	1
4204	Смартфон замечательный. Печалит  только то, что нигде не могу купить бампер на него и защитную пленку. Купила за 10 т.р. Надо еще 1, но 17 т.р. дороговатоз	1
4209	Шустрый андроид, батарея содится  медленнее. Интерфейс симпатичнее,всех андройдов а вовсём остальном ASUS радует больше всех.Спасибо за такой телефон я очень рад .Самолёт а не телефон.	1
4210	Телефон довольно прост в обращении, порадовал андроид 4.4, что мне важно,брала телефон для ребенка, пользоваться 2 симками удобно, есть функция отключения одной(если пока не пользуешься). Приятный экран 5 дюймов, обладает слотом для СД карточек и своейпамяти 4 гига. основная и фронтальная камера...	1
4211	Свой телефон Fly e190 W-F, я купил его четыре года назад. в 11 году. Отличный телефон работает как надо. В нём нету наворотов, он сам по себе простенький телефон, но имеет массу простейших функций -калькулятор, 2 симки часы будильник, слот для SD и многое другое. До сих пор с ним хожу и ещё лет 5...	1
4213	Очень хороший телефон	1
4214	Купил его год назад, как самый дешевый и относительно качественный смартфон за 5 или 6 т.р. За время эксплуатации принаровился и к батарее (постоянно в машине или от компа заряжается) и к отсутствию вай-фая (инет безлимитный) В целом телефон очень даже хороший, жаль - что сейчас по ходу их больше не...	1
4217	Очень, очень ждала его. И не зря. Отличный функциональный телефон для постоянного активного пользования.	1
4218	Телефон в общем не плохой, в пользовании у меня около года хотя фактически пользовался им всего около 6 месяцев пока не накрылась батарея из-за того что попал под дождь	1
4219	Очень хороший телефон. В пользовании 1,5 года. Ни разу не подводил.	1
4220	Поспорю с остальными отзывами! Это очень хороший телефон! Правда минус только в камере это да,ну а так вполне хороший телефон,у меня разбит экран но даже при этом работает на все 5,никогда не глючит, 1 заряда батареи хватает на неделю - полторы ,звук хороший ,громкий,у меня претензий нет.	1
4222	На вид очень красивый, очень радует, что много дополнительных функций. Но на коробке написано, что внутренняя память 8 гб, а в телефоне написано, что только 6 гб. Там где я покупала телефон( 5 элемент), то не было гарантий, нужно было заплатить 500 тыс., тогда бы была бы гарантия 2 года. Но на...	1
4223	Купила свой телефон 28.12.2012 года была безумно рада и счастлива, телефон отличный. Падал несколько раз, ему хоть бы хны, один раз падал в лужу и ни чего с ним не было. Друзья всегда говорили что это потомок нокии 3310, такой же не убиваемый. Зарядки хватало на 2 дня, если только нагружать сильно...	1
4227	Здравствуйте. В июле этого года я решил обновиться и купить себе новый телефон. До этого два года ходил с LG Optimus L5, который ни разу не подвёл меня за это время, делал качественные снимки, стабильно соединял меня со всемирной Паутиной (использую телефон в качестве 3G-модема), летал как космонавт...	1
4228	Хороший смартфон за свои деньги, уже год в пользовании. Ни разу не пожалел, теперь мой телефон не живёт у розетки.)))	1
4230	класный телефон удобный в использовании. поговорил с менеджером о доставке цену не добавили не обманули, заказ ждал не долго проктически можно сказать сразу. после первой покупки всегда заказываю товар именно тут. спасибо большое за то что создали этот сайт респект вам молодцы	1
4231	Телефон чисто для звонков и смс! Любителям интернета музыки и красочных картинок, зачем вы вообще смотрите на телефон за 1500р??? Это телефон исключительно для работы. Он полностью оправдывает вложенные в него средства. За время использования (где-то 2 года) ни разу не подводил. батарею до сих пор...	1
4232	Телефон покупался на замену более дорогому аппарату на первое время, но теперь хочу оставить его на всегда. т.к. телефон оказался хорош!	1
4233	отличный телефон..не тупил никак ..а кто пишет что сломался или еще что.то значить приобретали не в магазине а в интернете левый*) мой любимый телефон..камера супер	1
